payment_id,amount_inr,failure_reason,payment_method,successful_payments,failed_payments,previous_attempts,hours_since_failure,customer_tenure_days,prior_recovery_rate,customer_value_inr,failure_hour,action,recovered
pay_00047,3468,bank_timeout,netbanking,9,1,0,1.77,233,0.888,3511,12,escalate,1
pay_00048,4507,card_declined,upi,6,5,0,9.46,219,0.607,3957,19,retry,0
pay_00048,4507,card_declined,upi,6,5,0,9.46,219,0.607,3957,19,payment_link,0
pay_00048,4507,card_declined,upi,6,5,0,9.46,219,0.607,3957,19,reminder,0
pay_00048,4507,card_declined,upi,6,5,0,9.46,219,0.607,3957,19,escalate,0
pay_00049,4621,card_declined,upi,9,2,0,7.23,187,0.739,4916,23,retry,1
pay_00049,4621,card_declined,upi,9,2,0,7.23,187,0.739,4916,23,payment_link,1
pay_00049,4621,card_declined,upi,9,2,0,7.23,187,0.739,4916,23,reminder,1
pay_00049,4621,card_declined,upi,9,2,0,7.23,187,0.739,4916,23,escalate,1
pay_00050,8184,insufficient_funds,upi,12,0,1,15.38,279,0.783,9443,4,retry,1
pay_00050,8184,insufficient_funds,upi,12,0,1,15.38,279,0.783,9443,4,payment_link,0
pay_00050,8184,insufficient_funds,upi,12,0,1,15.38,279,0.783,9443,4,reminder,1
pay_00050,8184,insufficient_funds,upi,12,0,1,15.38,279,0.783,9443,4,escalate,0
pay_00051,19216,card_declined,upi,11,4,0,25.68,256,0.798,24946,11,retry,1
pay_00051,19216,card_declined,upi,11,4,0,25.68,256,0.798,24946,11,payment_link,1
pay_00051,19216,card_declined,upi,11,4,0,25.68,256,0.798,24946,11,reminder,0
pay_00051,19216,card_declined,upi,11,4,0,25.68,256,0.798,24946,11,escalate,1
pay_00052,4818,insufficient_funds,card,7,0,0,5.58,152,0.98,5551,9,retry,1
pay_00052,4818,insufficient_funds,card,7,0,0,5.58,152,0.98,5551,9,payment_link,1
pay_00052,4818,insufficient_funds,card,7,0,0,5.58,152,0.98,5551,9,reminder,0
pay_00052,4818,insufficient_funds,card,7,0,0,5.58,152,0.98,5551,9,escalate,0
pay_00053,1776,insufficient_funds,upi,10,0,2,3.06,251,0.951,1995,23,retry,0
pay_00053,1776,insufficient_funds,upi,10,0,2,3.06,251,0.951,1995,23,payment_link,1
pay_00053,1776,insufficient_funds,upi,10,0,2,3.06,251,0.951,1995,23,reminder,0
pay_00053,1776,insufficient_funds,upi,10,0,2,3.06,251,0.951,1995,23,escalate,1
pay_00054,2534,insufficient_funds,wallet,16,1,0,3.67,390,0.894,5700,2,retry,1
pay_00054,2534,insufficient_funds,wallet,16,1,0,3.67,390,0.894,5700,2,payment_link,1
pay_00054,2534,insufficient_funds,wallet,16,1,0,3.67,390,0.894,5700,2,reminder,0
pay_00054,2534,insufficient_funds,wallet,16,1,0,3.67,390,0.894,5700,2,escalate,1
pay_00055,2997,technical_error,wallet,3,1,2,2.8,318,0.624,4627,0,retry,0
pay_00055,2997,technical_error,wallet,3,1,2,2.8,318,0.624,4627,0,payment_link,0
pay_00055,2997,technical_error,wallet,3,1,2,2.8,318,0.624,4627,0,reminder,0
pay_00055,2997,technical_error,wallet,3,1,2,2.8,318,0.624,4627,0,escalate,1
pay_00056,23281,insufficient_funds,wallet,10,2,0,5.77,303,0.538,28241,12,retry,0
pay_00056,23281,insufficient_funds,wallet,10,2,0,5.77,303,0.538,28241,12,payment_link,1
pay_00056,23281,insufficient_funds,wallet,10,2,0,5.77,303,0.538,28241,12,reminder,0
pay_00056,23281,insufficient_funds,wallet,10,2,0,5.77,303,0.538,28241,12,escalate,1
pay_00057,3096,bank_timeout,wallet,13,2,1,5.02,128,0.752,2773,11,retry,1
pay_00057,3096,bank_timeout,wallet,13,2,1,5.02,128,0.752,2773,11,payment_link,1
pay_00057,3096,bank_timeout,wallet,13,2,1,5.02,128,0.752,2773,11,reminder,0
pay_00057,3096,bank_timeout,wallet,13,2,1,5.02,128,0.752,2773,11,escalate,0
pay_00058,2976,insufficient_funds,upi,10,0,0,4.41,315,0.871,3415,10,retry,0
pay_00058,2976,insufficient_funds,upi,10,0,0,4.41,315,0.871,3415,10,payment_link,1
pay_00058,2976,insufficient_funds,upi,10,0,0,4.41,315,0.871,3415,10,reminder,0
pay_00058,2976,insufficient_funds,upi,10,0,0,4.41,315,0.871,3415,10,escalate,1
pay_00059,2162,bank_timeout,upi,7,1,0,3.65,363,0.98,1990,11,retry,0
pay_00059,2162,bank_timeout,upi,7,1,0,3.65,363,0.98,1990,11,payment_link,0
pay_00059,2162,bank_timeout,upi,7,1,0,3.65,363,0.98,1990,11,reminder,0
pay_00059,2162,bank_timeout,upi,7,1,0,3.65,363,0.98,1990,11,escalate,0
pay_00060,2982,checkout_abandoned,card,4,3,0,15.92,718,0.715,2821,17,retry,0
pay_00060,2982,checkout_abandoned,card,4,3,0,15.92,718,0.715,2821,17,payment_link,0
pay_00060,2982,checkout_abandoned,card,4,3,0,15.92,718,0.715,2821,17,reminder,1
pay_00060,2982,checkout_abandoned,card,4,3,0,15.92,718,0.715,2821,17,escalate,0
pay_00061,5591,bank_timeout,upi,8,1,1,7.21,168,0.734,6498,6,retry,1
pay_00061,5591,bank_timeout,upi,8,1,1,7.21,168,0.734,6498,6,payment_link,0
pay_00061,5591,bank_timeout,upi,8,1,1,7.21,168,0.734,6498,6,reminder,1
pay_00061,5591,bank_timeout,upi,8,1,1,7.21,168,0.734,6498,6,escalate,0
pay_00062,4678,insufficient_funds,netbanking,4,1,1,1.21,297,0.237,4997,4,retry,0
pay_00062,4678,insufficient_funds,netbanking,4,1,1,1.21,297,0.237,4997,4,payment_link,0
pay_00062,4678,insufficient_funds,netbanking,4,1,1,1.21,297,0.237,4997,4,reminder,0
pay_00062,4678,insufficient_funds,netbanking,4,1,1,1.21,297,0.237,4997,4,escalate,0
pay_00063,1882,technical_error,upi,8,1,1,19.74,250,0.855,2090,4,retry,1
pay_00063,1882,technical_error,upi,8,1,1,19.74,250,0.855,2090,4,payment_link,0
pay_00063,1882,technical_error,upi,8,1,1,19.74,250,0.855,2090,4,reminder,0
pay_00063,1882,technical_error,upi,8,1,1,19.74,250,0.855,2090,4,escalate,1
pay_00064,772,insufficient_funds,upi,9,2,0,8.08,583,0.924,934,4,retry,0
pay_00064,772,insufficient_funds,upi,9,2,0,8.08,583,0.924,934,4,payment_link,0
pay_00064,772,insufficient_funds,upi,9,2,0,8.08,583,0.924,934,4,reminder,0
pay_00064,772,insufficient_funds,upi,9,2,0,8.08,583,0.924,934,4,escalate,1
pay_00065,6073,bank_timeout,card,16,2,0,72.0,378,0.883,8523,12,retry,0
pay_00065,6073,bank_timeout,card,16,2,0,72.0,378,0.883,8523,12,payment_link,0
pay_00065,6073,bank_timeout,card,16,2,0,72.0,378,0.883,8523,12,reminder,0
pay_00065,6073,bank_timeout,card,16,2,0,72.0,378,0.883,8523,12,escalate,0
pay_00066,8109,card_declined,netbanking,5,2,0,29.1,226,0.688,6186,5,retry,0
pay_00066,8109,card_declined,netbanking,5,2,0,29.1,226,0.688,6186,5,payment_link,1
pay_00066,8109,card_declined,netbanking,5,2,0,29.1,226,0.688,6186,5,reminder,0
pay_00066,8109,card_declined,netbanking,5,2,0,29.1,226,0.688,6186,5,escalate,0
pay_00067,26342,bank_timeout,upi,13,4,0,1.67,116,0.9,39762,17,retry,1
pay_00067,26342,bank_timeout,upi,13,4,0,1.67,116,0.9,39762,17,payment_link,0
pay_00067,26342,bank_timeout,upi,13,4,0,1.67,116,0.9,39762,17,reminder,0
pay_00067,26342,bank_timeout,upi,13,4,0,1.67,116,0.9,39762,17,escalate,0
pay_00068,3613,technical_error,card,9,3,0,4.28,232,0.673,3716,2,retry,0
pay_00068,3613,technical_error,card,9,3,0,4.28,232,0.673,3716,2,payment_link,1
pay_00068,3613,technical_error,card,9,3,0,4.28,232,0.673,3716,2,reminder,0
pay_00068,3613,technical_error,card,9,3,0,4.28,232,0.673,3716,2,escalate,0
pay_00069,24053,card_declined,upi,7,2,1,22.29,334,0.98,26776,7,retry,0
pay_00069,24053,card_declined,upi,7,2,1,22.29,334,0.98,26776,7,payment_link,0
pay_00069,24053,card_declined,upi,7,2,1,22.29,334,0.98,26776,7,reminder,0
pay_00069,24053,card_declined,upi,7,2,1,22.29,334,0.98,26776,7,escalate,0
pay_00070,12131,bank_timeout,card,9,3,1,2.03,221,0.746,14999,9,retry,1
pay_00070,12131,bank_timeout,card,9,3,1,2.03,221,0.746,14999,9,payment_link,0
pay_00070,12131,bank_timeout,card,9,3,1,2.03,221,0.746,14999,9,reminder,1
pay_00070,12131,bank_timeout,card,9,3,1,2.03,221,0.746,14999,9,escalate,0
pay_00071,3498,checkout_abandoned,netbanking,13,2,3,25.99,331,0.9,5709,15,retry,0
pay_00071,3498,checkout_abandoned,netbanking,13,2,3,25.99,331,0.9,5709,15,payment_link,0
pay_00071,3498,checkout_abandoned,netbanking,13,2,3,25.99,331,0.9,5709,15,reminder,0
pay_00071,3498,checkout_abandoned,netbanking,13,2,3,25.99,331,0.9,5709,15,escalate,0
pay_00072,1627,insufficient_funds,upi,7,1,0,1.91,422,0.85,2779,2,retry,0
pay_00072,1627,insufficient_funds,upi,7,1,0,1.91,422,0.85,2779,2,payment_link,1
pay_00072,1627,insufficient_funds,upi,7,1,0,1.91,422,0.85,2779,2,reminder,1
pay_00072,1627,insufficient_funds,upi,7,1,0,1.91,422,0.85,2779,2,escalate,1
pay_00073,8358,technical_error,upi,10,2,0,1.51,238,0.633,10853,3,retry,1
pay_00073,8358,technical_error,upi,10,2,0,1.51,238,0.633,10853,3,payment_link,0
pay_00073,8358,technical_error,upi,10,2,0,1.51,238,0.633,10853,3,reminder,0
pay_00073,8358,technical_error,upi,10,2,0,1.51,238,0.633,10853,3,escalate,0
pay_00074,8361,card_declined,card,5,2,2,0.2,457,0.72,7950,17,retry,0
pay_00074,8361,card_declined,card,5,2,2,0.2,457,0.72,7950,17,payment_link,0
pay_00074,8361,card_declined,card,5,2,2,0.2,457,0.72,7950,17,reminder,0
pay_00074,8361,card_declined,card,5,2,2,0.2,457,0.72,7950,17,escalate,1
pay_00075,300,card_declined,card,9,3,0,6.06,178,0.615,1964,23,retry,0
