payment_id,amount_inr,failure_reason,payment_method,successful_payments,failed_payments,previous_attempts,hours_since_failure,customer_tenure_days,prior_recovery_rate,customer_value_inr,failure_hour,action,recovered,total_payment_attempts,payment_success_rate,failure_rate,retry_exhaustion,transaction_to_customer_value,time_decay,customer_activity_score,predicted_probability,expected_net_recovery,allowed,guardrail_reason,guardrail_code
pay_00025,30559,insufficient_funds,card,9,1,1,33.73,353,0.98,36496,21,reminder,1,10,0.9,0.1,0.3333333333333333,0.8373246383165278,0.02879355024474518,0.025423728813559324,0.4523806196993662,13793.740357392933,True,Allowed.,NONE
pay_00025,30559,insufficient_funds,card,9,1,1,33.73,353,0.98,36496,21,retry,1,10,0.9,0.1,0.3333333333333333,0.8373246383165278,0.02879355024474518,0.025423728813559324,0.43154604274169145,13034.820520143348,True,Allowed.,NONE
pay_00025,30559,insufficient_funds,card,9,1,1,33.73,353,0.98,36496,21,escalate,1,10,0.9,0.1,0.3333333333333333,0.8373246383165278,0.02879355024474518,0.025423728813559324,0.3556444778777409,,True,Manual review allowed.,MANUAL_REVIEW
pay_00026,1672,card_declined,upi,14,1,2,1.01,409,0.92,3380,20,payment_link,0,15,0.9333333333333333,0.06666666666666667,0.6666666666666666,0.49467455621301776,0.49751243781094534,0.03414634146341464,0.5202106822654665,865.6122607478601,True,Allowed.,NONE
pay_00026,1672,card_declined,upi,14,1,2,1.01,409,0.92,3380,20,reminder,0,15,0.9333333333333333,0.06666666666666667,0.6666666666666666,0.49467455621301776,0.49751243781094534,0.03414634146341464,0.49542315688313426,826.6755183086004,True,Allowed.,NONE
pay_00026,1672,card_declined,upi,14,1,2,1.01,409,0.92,3380,20,retry,0,15,0.9333333333333333,0.06666666666666667,0.6666666666666666,0.49467455621301776,0.49751243781094534,0.03414634146341464,0.501787479120433,830.628665089364,True,Allowed.,NONE
pay_00026,1672,card_declined,upi,14,1,2,1.01,409,0.92,3380,20,escalate,0,15,0.9333333333333333,0.06666666666666667,0.6666666666666666,0.49467455621301776,0.49751243781094534,0.03414634146341464,0.49758967813210214,,True,Manual review allowed.,MANUAL_REVIEW
pay_00030,3807,checkout_abandoned,card,13,1,0,0.2,82,0.881,4303,20,payment_link,0,14,0.9285714285714286,0.07142857142857142,0.0,0.884731582616779,0.8333333333333334,0.1566265060240964,0.6587388993848795,2498.3014899582363,True,Allowed.,NONE
pay_00030,3807,checkout_abandoned,card,13,1,0,0.2,82,0.881,4303,20,reminder,0,14,0.9285714285714286,0.07142857142857142,0.0,0.884731582616779,0.8333333333333334,0.1566265060240964,0.7230399722362016,2748.80617430322,True,Allowed.,NONE
pay_00030,3807,checkout_abandoned,card,13,1,0,0.2,82,0.881,4303,20,retry,0,14,0.9285714285714286,0.07142857142857142,0.0,0.884731582616779,0.8333333333333334,0.1566265060240964,0.5529040631486248,2085.870768406815,True,Allowed.,NONE
pay_00030,3807,checkout_abandoned,card,13,1,0,0.2,82,0.881,4303,20,escalate,0,14,0.9285714285714286,0.07142857142857142,0.0,0.884731582616779,0.8333333333333334,0.1566265060240964,0.49055781089823447,,True,Manual review allowed.,MANUAL_REVIEW
pay_00031,3536,bank_timeout,card,4,2,2,15.38,281,0.636,2318,16,payment_link,0,6,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.5254529767040552,0.06105006105006104,0.014184397163120567,0.27976295465171597,980.4018076484676,True,Allowed.,NONE
pay_00031,3536,bank_timeout,card,4,2,2,15.38,281,0.636,2318,16,reminder,0,6,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.5254529767040552,0.06105006105006104,0.014184397163120567,0.22290164700531515,784.6442238107944,True,Allowed.,NONE
pay_00031,3536,bank_timeout,card,4,2,2,15.38,281,0.636,2318,16,retry,0,6,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.5254529767040552,0.06105006105006104,0.014184397163120567,0.317394345887753,1104.6264070590946,True,Allowed.,NONE
pay_00031,3536,bank_timeout,card,4,2,2,15.38,281,0.636,2318,16,escalate,0,6,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.5254529767040552,0.06105006105006104,0.014184397163120567,0.2505883429680743,,True,Manual review allowed.,MANUAL_REVIEW
pay_00032,3153,card_declined,upi,12,3,2,6.4,370,0.709,3932,16,payment_link,0,15,0.8,0.2,0.6666666666666666,0.801881993896236,0.13513513513513511,0.03234501347708895,0.4108629743021279,1287.5684579746094,True,Allowed.,NONE
pay_00032,3153,card_declined,upi,12,3,2,6.4,370,0.709,3932,16,reminder,0,15,0.8,0.2,0.6666666666666666,0.801881993896236,0.13513513513513511,0.03234501347708895,0.3426577721542117,1077.2469556022295,True,Allowed.,NONE
pay_00032,3153,card_declined,upi,12,3,2,6.4,370,0.709,3932,16,retry,0,15,0.8,0.2,0.6666666666666666,0.801881993896236,0.13513513513513511,0.03234501347708895,0.400652122955941,1247.491143680082,True,Allowed.,NONE
pay_00032,3153,card_declined,upi,12,3,2,6.4,370,0.709,3932,16,escalate,0,15,0.8,0.2,0.6666666666666666,0.801881993896236,0.13513513513513511,0.03234501347708895,0.3413101852359874,,True,Manual review allowed.,MANUAL_REVIEW
pay_00033,719,technical_error,upi,12,4,0,21.72,517,0.823,644,4,payment_link,0,16,0.75,0.25,0.0,1.1164596273291925,0.04401408450704226,0.023166023166023165,0.4460567696095789,318.9173173492872,True,Allowed.,NONE
pay_00033,719,technical_error,upi,12,4,0,21.72,517,0.823,644,4,reminder,0,16,0.75,0.25,0.0,1.1164596273291925,0.04401408450704226,0.023166023166023165,0.40645890164698006,291.52495028417866,True,Allowed.,NONE
pay_00033,719,technical_error,upi,12,4,0,21.72,517,0.823,644,4,retry,0,16,0.75,0.25,0.0,1.1164596273291925,0.04401408450704226,0.023166023166023165,0.5259550212217999,374.56666025847414,True,Allowed.,NONE
pay_00033,719,technical_error,upi,12,4,0,21.72,517,0.823,644,4,escalate,0,16,0.75,0.25,0.0,1.1164596273291925,0.04401408450704226,0.023166023166023165,0.46527452162807387,,True,Manual review allowed.,MANUAL_REVIEW
pay_00044,2778,card_declined,netbanking,5,0,0,3.34,275,0.935,4364,8,payment_link,0,5,1.0,0.0,0.0,0.6365719523373052,0.2304147465437788,0.018115942028985508,0.7179741499327683,1987.5871885132303,True,Allowed.,NONE
pay_00044,2778,card_declined,netbanking,5,0,0,3.34,275,0.935,4364,8,reminder,0,5,1.0,0.0,0.0,0.6365719523373052,0.2304147465437788,0.018115942028985508,0.6274765366783375,1740.3518188924215,True,Allowed.,NONE
pay_00044,2778,card_declined,netbanking,5,0,0,3.34,275,0.935,4364,8,retry,0,5,1.0,0.0,0.0,0.6365719523373052,0.2304147465437788,0.018115942028985508,0.6048348150899446,1666.3411163198662,True,Allowed.,NONE
pay_00044,2778,card_declined,netbanking,5,0,0,3.34,275,0.935,4364,8,escalate,0,5,1.0,0.0,0.0,0.6365719523373052,0.2304147465437788,0.018115942028985508,0.592680421567315,,True,Manual review allowed.,MANUAL_REVIEW
pay_00045,1953,bank_timeout,upi,10,0,0,3.62,567,0.98,2746,4,payment_link,0,10,1.0,0.0,0.0,0.7112163146394757,0.21645021645021645,0.017605633802816902,0.6324741282275899,1230.339472428483,True,Allowed.,NONE
pay_00045,1953,bank_timeout,upi,10,0,0,3.62,567,0.98,2746,4,reminder,0,10,1.0,0.0,0.0,0.7112163146394757,0.21645021645021645,0.017605633802816902,0.6117074322437045,1192.711615171955,True,Allowed.,NONE
pay_00045,1953,bank_timeout,upi,10,0,0,3.62,567,0.98,2746,4,retry,0,10,1.0,0.0,0.0,0.7112163146394757,0.21645021645021645,0.017605633802816902,0.8104816128784298,1573.1055899515734,True,Allowed.,NONE
pay_00045,1953,bank_timeout,upi,10,0,0,3.62,567,0.98,2746,4,escalate,0,10,1.0,0.0,0.0,0.7112163146394757,0.21645021645021645,0.017605633802816902,0.5993166810864768,,True,Manual review allowed.,MANUAL_REVIEW
pay_00051,19216,card_declined,upi,11,4,0,25.68,256,0.798,24946,11,payment_link,1,15,0.7333333333333333,0.26666666666666666,0.0,0.7703038563296721,0.037481259370314844,0.042801556420233464,0.4574002440912879,8741.363090458188,True,Allowed.,NONE
pay_00051,19216,card_declined,upi,11,4,0,25.68,256,0.798,24946,11,reminder,1,15,0.7333333333333333,0.26666666666666666,0.0,0.7703038563296721,0.037481259370314844,0.042801556420233464,0.4500041024822691,8628.062833299282,True,Allowed.,NONE
pay_00051,19216,card_declined,upi,11,4,0,25.68,256,0.798,24946,11,retry,1,15,0.7333333333333333,0.26666666666666666,0.0,0.7703038563296721,0.037481259370314844,0.042801556420233464,0.48410604100370497,9206.501683927194,True,Allowed.,NONE
pay_00051,19216,card_declined,upi,11,4,0,25.68,256,0.798,24946,11,escalate,1,15,0.7333333333333333,0.26666666666666666,0.0,0.7703038563296721,0.037481259370314844,0.042801556420233464,0.39656801125934793,,True,Manual review allowed.,MANUAL_REVIEW
pay_00052,4818,insufficient_funds,card,7,0,0,5.58,152,0.98,5551,9,payment_link,0,7,1.0,0.0,0.0,0.8679517204107368,0.1519756838905775,0.0457516339869281,0.755514004611093,3628.0214742162457,True,Allowed.,NONE
pay_00052,4818,insufficient_funds,card,7,0,0,5.58,152,0.98,5551,9,reminder,0,7,1.0,0.0,0.0,0.8679517204107368,0.1519756838905775,0.0457516339869281,0.7223928665534851,3475.670831054691,True,Allowed.,NONE
pay_00052,4818,insufficient_funds,card,7,0,0,5.58,152,0.98,5551,9,retry,0,7,1.0,0.0,0.0,0.8679517204107368,0.1519756838905775,0.0457516339869281,0.5713001318879158,2728.4340354359783,True,Allowed.,NONE
pay_00052,4818,insufficient_funds,card,7,0,0,5.58,152,0.98,5551,9,escalate,0,7,1.0,0.0,0.0,0.8679517204107368,0.1519756838905775,0.0457516339869281,0.4822250771706955,,True,Manual review allowed.,MANUAL_REVIEW
pay_00058,2976,insufficient_funds,upi,10,0,0,4.41,315,0.871,3415,10,payment_link,1,10,1.0,0.0,0.0,0.8714494875549048,0.18484288354898337,0.03164556962025317,0.7693356012286319,2282.1027492564085,True,Allowed.,NONE
pay_00058,2976,insufficient_funds,upi,10,0,0,4.41,315,0.871,3415,10,reminder,1,10,1.0,0.0,0.0,0.8714494875549048,0.18484288354898337,0.03164556962025317,0.7191037559946426,2137.0767778400564,True,Allowed.,NONE
pay_00058,2976,insufficient_funds,upi,10,0,0,4.41,315,0.871,3415,10,retry,1,10,1.0,0.0,0.0,0.8714494875549048,0.18484288354898337,0.03164556962025317,0.5843711306083647,1724.2084846904932,True,Allowed.,NONE
pay_00058,2976,insufficient_funds,upi,10,0,0,4.41,315,0.871,3415,10,escalate,1,10,1.0,0.0,0.0,0.8714494875549048,0.18484288354898337,0.03164556962025317,0.5665257983629065,,True,Manual review allowed.,MANUAL_REVIEW
pay_00061,5591,bank_timeout,upi,8,1,1,7.21,168,0.734,6498,6,payment_link,0,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.8604185903354878,0.12180267965895249,0.047337278106508875,0.4973566690538029,2766.743636679812,True,Allowed.,NONE
pay_00061,5591,bank_timeout,upi,8,1,1,7.21,168,0.734,6498,6,reminder,0,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.8604185903354878,0.12180267965895249,0.047337278106508875,0.45586056977704187,2543.125445623441,True,Allowed.,NONE
pay_00061,5591,bank_timeout,upi,8,1,1,7.21,168,0.734,6498,6,retry,0,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.8604185903354878,0.12180267965895249,0.047337278106508875,0.6237731190999478,3459.5605088878083,True,Allowed.,NONE
pay_00061,5591,bank_timeout,upi,8,1,1,7.21,168,0.734,6498,6,escalate,0,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.8604185903354878,0.12180267965895249,0.047337278106508875,0.36800012945553306,,True,Manual review allowed.,MANUAL_REVIEW
pay_00063,1882,technical_error,upi,8,1,1,19.74,250,0.855,2090,4,payment_link,1,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.9004784688995215,0.048216007714561235,0.03187250996015936,0.47105845824051795,881.8270184086548,True,Allowed.,NONE
pay_00063,1882,technical_error,upi,8,1,1,19.74,250,0.855,2090,4,reminder,1,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.9004784688995215,0.048216007714561235,0.03187250996015936,0.45727943451422365,858.717895755769,True,Allowed.,NONE
pay_00063,1882,technical_error,upi,8,1,1,19.74,250,0.855,2090,4,retry,1,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.9004784688995215,0.048216007714561235,0.03187250996015936,0.5665830718861999,1056.8993412898283,True,Allowed.,NONE
pay_00063,1882,technical_error,upi,8,1,1,19.74,250,0.855,2090,4,escalate,1,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.9004784688995215,0.048216007714561235,0.03187250996015936,0.5306625409479331,,True,Manual review allowed.,MANUAL_REVIEW
pay_00067,26342,bank_timeout,upi,13,4,0,1.67,116,0.9,39762,17,payment_link,0,17,0.7647058823529411,0.23529411764705882,0.0,0.662491826366883,0.37453183520599254,0.1111111111111111,0.5482651151924974,14376.544664400768,True,Allowed.,NONE
pay_00067,26342,bank_timeout,upi,13,4,0,1.67,116,0.9,39762,17,reminder,0,17,0.7647058823529411,0.23529411764705882,0.0,0.662491826366883,0.37453183520599254,0.1111111111111111,0.43104486696494104,11328.241885590476,True,Allowed.,NONE
pay_00067,26342,bank_timeout,upi,13,4,0,1.67,116,0.9,39762,17,retry,0,17,0.7647058823529411,0.23529411764705882,0.0,0.662491826366883,0.37453183520599254,0.1111111111111111,0.669141146276623,17494.806075218803,True,Allowed.,NONE
pay_00067,26342,bank_timeout,upi,13,4,0,1.67,116,0.9,39762,17,escalate,0,17,0.7647058823529411,0.23529411764705882,0.0,0.662491826366883,0.37453183520599254,0.1111111111111111,0.4066976790425697,,True,Manual review allowed.,MANUAL_REVIEW
pay_00070,12131,bank_timeout,card,9,3,1,2.03,221,0.746,14999,9,payment_link,0,12,0.75,0.25,0.3333333333333333,0.8087872524834989,0.33003300330033003,0.04054054054054054,0.43021435819122295,5188.602879217725,True,Allowed.,NONE
pay_00070,12131,bank_timeout,card,9,3,1,2.03,221,0.746,14999,9,reminder,0,12,0.75,0.25,0.3333333333333333,0.8087872524834989,0.33003300330033003,0.04054054054054054,0.34896138990381137,4221.119620923136,True,Allowed.,NONE
pay_00070,12131,bank_timeout,card,9,3,1,2.03,221,0.746,14999,9,retry,0,12,0.75,0.25,0.3333333333333333,0.8087872524834989,0.33003300330033003,0.04054054054054054,0.536449419939323,6447.012913283928,True,Allowed.,NONE
pay_00070,12131,bank_timeout,card,9,3,1,2.03,221,0.746,14999,9,escalate,0,12,0.75,0.25,0.3333333333333333,0.8087872524834989,0.33003300330033003,0.04054054054054054,0.2506562354669051,,True,Manual review allowed.,MANUAL_REVIEW
pay_00076,1184,insufficient_funds,card,6,2,2,5.61,158,0.57,897,4,payment_link,1,8,0.75,0.25,0.6666666666666666,1.3199554069119286,0.151285930408472,0.03773584905660377,0.37358584054131094,439.36563520091215,True,Allowed.,NONE
pay_00076,1184,insufficient_funds,card,6,2,2,5.61,158,0.57,897,4,reminder,1,8,0.75,0.25,0.6666666666666666,1.3199554069119286,0.151285930408472,0.03773584905660377,0.36963274963491016,436.4611755677336,True,Allowed.,NONE
pay_00076,1184,insufficient_funds,card,6,2,2,5.61,158,0.57,897,4,retry,1,8,0.75,0.25,0.6666666666666666,1.3199554069119286,0.151285930408472,0.03773584905660377,0.2815218108730581,327.40182407370077,True,Allowed.,NONE
pay_00076,1184,insufficient_funds,card,6,2,2,5.61,158,0.57,897,4,escalate,1,8,0.75,0.25,0.6666666666666666,1.3199554069119286,0.151285930408472,0.03773584905660377,0.24667943068605055,,True,Manual review allowed.,MANUAL_REVIEW
pay_00080,4495,insufficient_funds,upi,9,0,0,20.09,330,0.934,3583,3,payment_link,1,9,1.0,0.0,0.0,1.254535305609824,0.0474158368895211,0.027190332326283987,0.7334351995875514,3285.5537221460436,True,Allowed.,NONE
pay_00080,4495,insufficient_funds,upi,9,0,0,20.09,330,0.934,3583,3,reminder,1,9,1.0,0.0,0.0,1.254535305609824,0.0474158368895211,0.027190332326283987,0.671232605676104,3012.6955625140877,True,Allowed.,NONE
pay_00080,4495,insufficient_funds,upi,9,0,0,20.09,330,0.934,3583,3,retry,1,9,1.0,0.0,0.0,1.254535305609824,0.0474158368895211,0.027190332326283987,0.5971918213427024,2661.9022369354475,True,Allowed.,NONE
pay_00080,4495,insufficient_funds,upi,9,0,0,20.09,330,0.934,3583,3,escalate,1,9,1.0,0.0,0.0,1.254535305609824,0.0474158368895211,0.027190332326283987,0.5460164100011353,,True,Manual review allowed.,MANUAL_REVIEW
pay_00088,9951,checkout_abandoned,card,4,0,1,23.06,303,0.286,9657,2,payment_link,0,4,1.0,0.0,0.3333333333333333,1.0304442373407892,0.04156275976724855,0.013157894736842105,0.45291348996560155,4482.064638647701,True,Allowed.,NONE
pay_00088,9951,checkout_abandoned,card,4,0,1,23.06,303,0.286,9657,2,reminder,0,4,1.0,0.0,0.3333333333333333,1.0304442373407892,0.04156275976724855,0.013157894736842105,0.4900760617217719,4866.7958901933525,True,Allowed.,NONE
pay_00088,9951,checkout_abandoned,card,4,0,1,23.06,303,0.286,9657,2,retry,0,4,1.0,0.0,0.3333333333333333,1.0304442373407892,0.04156275976724855,0.013157894736842105,0.3854621004320944,3785.978361399771,True,Allowed.,NONE
pay_00088,9951,checkout_abandoned,card,4,0,1,23.06,303,0.286,9657,2,escalate,0,4,1.0,0.0,0.3333333333333333,1.0304442373407892,0.04156275976724855,0.013157894736842105,0.2897546849217035,,True,Manual review allowed.,MANUAL_REVIEW
pay_00093,9782,technical_error,card,7,1,0,10.34,744,0.509,10938,21,payment_link,0,8,0.875,0.125,0.0,0.8943134028158712,0.08818342151675485,0.009395973154362415,0.5023279545114976,4889.317051031469,True,Allowed.,NONE
pay_00093,9782,technical_error,card,7,1,0,10.34,744,0.509,10938,21,reminder,0,8,0.875,0.125,0.0,0.8943134028158712,0.08818342151675485,0.009395973154362415,0.41553836052511445,4055.0142426566695,True,Allowed.,NONE
pay_00093,9782,technical_error,card,7,1,0,10.34,744,0.509,10938,21,retry,0,8,0.875,0.125,0.0,0.8943134028158712,0.08818342151675485,0.009395973154362415,0.5274871413761973,5110.969216941962,True,Allowed.,NONE
pay_00093,9782,technical_error,card,7,1,0,10.34,744,0.509,10938,21,escalate,0,8,0.875,0.125,0.0,0.8943134028158712,0.08818342151675485,0.009395973154362415,0.4827567958553689,,True,Manual review allowed.,MANUAL_REVIEW
pay_00096,842,technical_error,upi,8,3,0,16.55,183,0.737,1950,16,payment_link,0,11,0.7272727272727273,0.2727272727272727,0.0,0.4317948717948718,0.05698005698005698,0.043478260869565216,0.4570459794458603,382.7277146934143,True,Allowed.,NONE
pay_00096,842,technical_error,upi,8,3,0,16.55,183,0.737,1950,16,reminder,0,11,0.7272727272727273,0.2727272727272727,0.0,0.4317948717948718,0.05698005698005698,0.043478260869565216,0.4034505286640354,338.8633451351178,True,Allowed.,NONE
pay_00096,842,technical_error,upi,8,3,0,16.55,183,0.737,1950,16,retry,0,11,0.7272727272727273,0.2727272727272727,0.0,0.4317948717948718,0.05698005698005698,0.043478260869565216,0.5096603872288891,424.92404604672464,True,Allowed.,NONE
pay_00096,842,technical_error,upi,8,3,0,16.55,183,0.737,1950,16,escalate,0,11,0.7272727272727273,0.2727272727272727,0.0,0.4317948717948718,0.05698005698005698,0.043478260869565216,0.40217397992664977,,True,Manual review allowed.,MANUAL_REVIEW
pay_00102,5949,checkout_abandoned,wallet,11,1,1,12.6,511,0.75,8755,13,payment_link,0,12,0.9166666666666666,0.08333333333333333,0.3333333333333333,0.6794974300399772,0.07352941176470588,0.021484375,0.6081546843710431,3603.0397173233355,True,Allowed.,NONE
pay_00102,5949,checkout_abandoned,wallet,11,1,1,12.6,511,0.75,8755,13,reminder,0,12,0.9166666666666666,0.08333333333333333,0.3333333333333333,0.6794974300399772,0.07352941176470588,0.021484375,0.6154861612968276,3655.5781735548276,True,Allowed.,NONE
pay_00102,5949,checkout_abandoned,wallet,11,1,1,12.6,511,0.75,8755,13,retry,0,12,0.9166666666666666,0.08333333333333333,0.3333333333333333,0.6794974300399772,0.07352941176470588,0.021484375,0.4870141419651471,2867.5021305506602,True,Allowed.,NONE
pay_00102,5949,checkout_abandoned,wallet,11,1,1,12.6,511,0.75,8755,13,escalate,0,12,0.9166666666666666,0.08333333333333333,0.3333333333333333,0.6794974300399772,0.07352941176470588,0.021484375,0.3976164486316038,,True,Manual review allowed.,MANUAL_REVIEW
pay_00109,3532,insufficient_funds,upi,12,0,0,8.82,179,0.98,3029,5,payment_link,1,12,1.0,0.0,0.0,1.166061406404754,0.10183299389002036,0.06666666666666667,0.7596551671897588,2674.272050514228,True,Allowed.,NONE
pay_00109,3532,insufficient_funds,upi,12,0,0,8.82,179,0.98,3029,5,reminder,1,12,1.0,0.0,0.0,1.166061406404754,0.10183299389002036,0.06666666666666667,0.6987209707605485,2464.350468726257,True,Allowed.,NONE
pay_00109,3532,insufficient_funds,upi,12,0,0,8.82,179,0.98,3029,5,retry,1,12,1.0,0.0,0.0,1.166061406404754,0.10183299389002036,0.06666666666666667,0.6376086032035376,2234.373586514895,True,Allowed.,NONE
pay_00109,3532,insufficient_funds,upi,12,0,0,8.82,179,0.98,3029,5,escalate,1,12,1.0,0.0,0.0,1.166061406404754,0.10183299389002036,0.06666666666666667,0.5626831299626803,,True,Manual review allowed.,MANUAL_REVIEW
pay_00120,2338,bank_timeout,upi,9,5,0,33.92,131,0.603,1696,1,payment_link,0,14,0.6428571428571429,0.35714285714285715,0.0,1.3785377358490567,0.0286368843069874,0.06818181818181818,0.3300462654796443,765.8031686914082,True,Allowed.,NONE
pay_00120,2338,bank_timeout,upi,9,5,0,33.92,131,0.603,1696,1,reminder,0,14,0.6428571428571429,0.35714285714285715,0.0,1.3785377358490567,0.0286368843069874,0.06818181818181818,0.29056039601348566,676.9922058795295,True,Allowed.,NONE
pay_00120,2338,bank_timeout,upi,9,5,0,33.92,131,0.603,1696,1,retry,0,14,0.6428571428571429,0.35714285714285715,0.0,1.3785377358490567,0.0286368843069874,0.06818181818181818,0.4884867220625051,1130.391956182137,True,Allowed.,NONE
pay_00120,2338,bank_timeout,upi,9,5,0,33.92,131,0.603,1696,1,escalate,0,14,0.6428571428571429,0.35714285714285715,0.0,1.3785377358490567,0.0286368843069874,0.06818181818181818,0.23384572935523376,,True,Manual review allowed.,MANUAL_REVIEW
pay_00124,33911,card_declined,upi,9,0,1,9.68,552,0.98,38931,12,payment_link,0,9,1.0,0.0,0.3333333333333333,0.8710539159024941,0.09363295880149813,0.0162748643761302,0.5814783360380502,19633.73435338632,True,Allowed.,NONE
pay_00124,33911,card_declined,upi,9,0,1,9.68,552,0.98,38931,12,reminder,0,9,1.0,0.0,0.3333333333333333,0.8710539159024941,0.09363295880149813,0.0162748643761302,0.5443909339818309,18426.92996225787,True,Allowed.,NONE
