payment_id,actual_net_recovery_ai,actual_net_recovery_probability,ai_minus_probability
pay_01621,19935.82,19935.82,0.0
pay_01626,-33.1375,-33.1375,0.0
pay_01632,3837.3825,3837.3825,0.0
pay_01637,-4.1975,-4.1975,0.0
pay_01641,-21.02,-21.02,0.0
pay_01647,798.9975,798.9975,0.0
pay_01650,-19.34,-19.34,0.0
pay_01656,1357.641,1357.641,0.0
pay_01657,-6.4775,-6.4775,0.0
pay_01666,-22.3575,-22.3575,0.0
pay_01677,-11.025,-11.025,0.0
pay_01681,3736.635,3736.635,0.0
pay_01684,4795.2,4795.2,0.0
pay_01691,-23.385,-23.385,0.0
pay_01697,-4.23,-16.92,12.690000000000001
pay_01703,1134.864,1134.864,0.0
pay_01706,4647.348,4647.348,0.0
pay_01717,-40.92,-40.92,0.0
pay_01720,9289.701,9289.701,0.0
pay_01721,11427.36,11427.36,0.0
pay_01726,-67.43,-67.43,0.0
pay_01735,-2.2725,-2.2725,0.0
pay_01739,-4.16,-4.16,0.0
pay_01746,3008.988,3008.988,0.0
pay_01747,5180.965,5180.965,0.0
pay_01749,3438.558,3438.558,0.0
pay_01752,10679.335,10679.335,0.0
pay_01754,1364.145,1364.145,0.0
pay_01756,11817.615,11817.615,0.0
pay_01764,6284.42,6284.42,0.0
pay_01765,15889.095,15889.095,0.0
pay_01779,2292.48,2292.48,0.0
pay_01780,5649.345,5649.345,0.0
pay_01783,1711.71,1711.71,0.0
pay_01784,7447.335,7447.335,0.0
pay_01786,5739.615,5739.615,0.0
pay_01788,3916.185,3916.185,0.0
pay_01793,4775.005,4775.005,0.0
pay_01795,-6.165,-6.165,0.0
pay_01800,7562.0,7562.0,0.0
pay_01805,1110.42,1110.42,0.0
pay_01808,1716.375,1716.375,0.0
pay_01811,981.07,981.07,0.0
pay_01812,3304.395,3304.395,0.0
pay_01813,2410.9575,2410.9575,0.0
pay_01815,-6.2675,-6.2675,0.0
pay_01822,3617.9325,3617.9325,0.0
pay_01826,-20.175,-20.175,0.0
pay_01829,-8.475,-8.475,0.0
pay_01830,-4.105,-4.105,0.0
pay_01835,2838.885,2838.885,0.0
pay_01839,-5.4625,-5.4625,0.0
pay_01842,-77.905,-77.905,0.0
pay_01850,1750.205,1750.205,0.0
pay_01859,14829.156,14829.156,0.0
pay_01861,-4.803,-4.803,0.0
pay_01871,6664.51,6664.51,0.0
pay_01885,4568.427,4568.427,0.0
pay_01886,-33.855000000000004,-33.855000000000004,0.0
pay_01894,-2.0225,-2.0225,0.0
pay_01910,7792.2,7792.2,0.0
pay_01915,-25.4075,-25.4075,0.0
pay_01916,8594.81,8594.81,0.0
pay_01921,652.347,652.347,0.0
pay_01922,-11.9075,-11.9075,0.0
pay_01945,5609.81,5609.81,0.0
pay_01950,-23.965,-23.965,0.0
pay_01951,-3.615,-3.615,0.0
pay_01954,-11.387500000000001,-11.387500000000001,0.0
pay_01961,1707.75,1707.75,0.0
pay_01963,-3.69,-3.69,0.0
pay_01965,2206.91,2206.91,0.0
pay_01971,-7.8725000000000005,-7.8725000000000005,0.0
pay_01972,-7.527,-7.527,0.0
pay_01978,336.1575,336.1575,0.0
pay_01983,3940.2,3940.2,0.0
pay_01987,6456.8175,6456.8175,0.0
pay_02008,-33.445,-33.445,0.0
pay_02016,-5.335,-5.335,0.0
pay_02023,-8.93,-8.93,0.0
pay_02029,1435.563,1435.563,0.0
pay_02043,-2.344,-23.44,21.096
pay_02059,1436.562,1436.562,0.0
pay_02071,-7.905,-7.905,0.0
pay_02077,4211.784,4211.784,0.0
pay_02086,-10.1225,-10.1225,0.0
pay_02090,-12.98,-12.98,0.0
pay_02091,-7.845,-7.845,0.0
pay_02092,-30.75,-30.75,0.0
pay_02093,10657.445,10657.445,0.0
pay_02096,-6.17,-6.17,0.0
pay_02098,927.072,927.072,0.0
pay_02099,4825.75,4825.75,0.0
pay_02103,2567.43,2567.43,0.0
pay_02111,964.5825,964.5825,0.0
pay_02115,-6.3625,-6.3625,0.0
pay_02127,-29.3125,-29.3125,0.0
pay_02131,-16.865000000000002,-16.865000000000002,0.0
pay_02132,-3.2025,-3.2025,0.0
pay_02144,-6.304,-6.304,0.0
pay_02148,4293.24,4293.24,0.0
pay_02155,-1.0070000000000001,-1.0070000000000001,0.0
pay_02176,-14.505,-14.505,0.0
pay_02179,-2.61,-2.61,0.0
pay_02183,-2.479,-2.479,0.0
pay_02195,2565.57,2565.57,0.0
pay_02202,-39.300000000000004,-39.300000000000004,0.0
pay_02213,1787.02,1787.02,0.0
pay_02218,5339.655,5339.655,0.0
pay_02221,-6.595,-6.595,0.0
pay_02229,2044.953,2044.953,0.0
pay_02232,2763.234,2763.234,0.0
pay_02238,6449.59,6449.59,0.0
pay_02240,3082.275,3082.275,0.0
pay_02250,-6.140000000000001,-6.140000000000001,0.0
pay_02252,4239.375,4239.375,0.0
pay_02258,3897.2325,3867.93,29.302500000000236
pay_02259,2420.835,2420.835,0.0
pay_02260,2405.97,2405.97,0.0
pay_02270,1736.275,1736.275,0.0
pay_02272,-1.372,-1.372,0.0
pay_02274,-8.13,-8.13,0.0
pay_02282,-3.755,-3.755,0.0
pay_02283,-1.5030000000000001,-1.5030000000000001,0.0
pay_02290,-2.9375,-2.9375,0.0
pay_02297,3076.92,3076.92,0.0
pay_02313,2443.554,2443.554,0.0
pay_02314,7145.847,7145.847,0.0
pay_02319,11151.0525,11151.0525,0.0
pay_02325,-3.0375,-3.0375,0.0
pay_02334,-2.99,-2.99,0.0
pay_02335,533.466,533.466,0.0
pay_02338,-3.5380000000000003,-3.5380000000000003,0.0
pay_02339,-2.537,-2.537,0.0
pay_02341,13133.853,13133.853,0.0
pay_02350,-25.005,-25.005,0.0
pay_02356,5048.3475,5048.3475,0.0
pay_02358,6377.95,6377.95,0.0
pay_02370,10254.3,10254.3,0.0
pay_02380,3318.325,3318.325,0.0
pay_02381,721.1925,721.1925,0.0
pay_02389,-2.94,-2.94,0.0
pay_02392,937.29,937.29,0.0
pay_02394,4221.774,4221.774,0.0
pay_02400,7047.945,7047.945,0.0
pay_02407,1257.8475,1257.8475,0.0
pay_02409,4737.1275,4737.1275,0.0
pay_02412,-15.8125,-15.8125,0.0
pay_02415,1590.015,1590.015,0.0
pay_02420,-25.445,5038.11,-5063.554999999999
pay_02439,816.9525,816.9525,0.0
pay_02440,2953.5975,2953.5975,0.0
pay_02446,4433.562,4433.562,0.0
pay_02447,-153.165,-153.165,0.0
pay_02456,-4.766,-4.766,0.0
pay_02459,2288.265,2288.265,0.0
pay_02461,-27.165,-27.165,0.0
pay_02463,-33.815,-135.26,101.445
pay_02469,1364.145,1364.145,0.0
pay_02474,6008.94,6008.94,0.0
pay_02478,671.625,671.625,0.0
pay_02484,-8.125,-8.125,0.0
pay_02494,-18.1125,-18.1125,0.0
pay_02499,2629.785,2629.785,0.0
pay_02512,-0.842,-0.842,0.0
pay_02515,-3.981,-3.981,0.0
pay_02516,10469.76,10469.76,0.0
pay_02526,4911.32,4911.32,0.0
pay_02530,-9.9675,-9.9675,0.0
pay_02533,-3.2275,-3.2275,0.0
pay_02534,4176.5325,4176.5325,0.0
pay_02536,4725.255,4725.255,0.0
pay_02550,5904.09,5904.09,0.0
pay_02551,-3.266,-3.266,0.0
pay_02554,-15.445,-15.445,0.0
pay_02560,3318.6825,3318.6825,0.0
pay_02564,1548.22,1548.22,0.0
pay_02583,14270.235,14270.235,0.0
pay_02584,4036.715,4036.715,0.0
pay_02592,3183.0225,3183.0225,0.0
pay_02600,-34.81,-34.81,0.0
pay_02601,8375.616,8375.616,0.0
pay_02611,31288.68,31288.68,0.0
pay_02620,5010.4425,5010.4425,0.0
pay_02622,576.555,576.555,0.0
pay_02638,3557.439,3557.439,0.0
pay_02641,2422.9275,2422.9275,0.0
pay_02656,3430.76,3430.76,0.0
pay_02658,1106.892,1106.892,0.0
pay_02662,4082.7675,4082.7675,0.0
pay_02667,4494.415,4494.415,0.0
pay_02669,-13.72,-13.72,0.0
pay_02684,4731.1425,4731.1425,0.0
pay_02689,-7.442,-7.442,0.0
pay_02691,-8.071,-8.071,0.0
pay_02694,-1.0,-1.0,0.0
pay_02706,-1.568,-1.568,0.0
pay_02711,-7.6690000000000005,-7.6690000000000005,0.0
pay_02720,-37.295,-37.295,0.0
pay_02722,-45.845,-45.845,0.0
pay_02730,8271.27,8271.27,0.0
pay_02741,-28.675,-28.675,0.0
pay_02746,-11.665000000000001,-11.665000000000001,0.0
pay_02753,-20.275000000000002,-20.275000000000002,0.0
pay_02754,1899.099,1899.099,0.0
pay_02757,1304.445,1304.445,0.0
pay_02762,7069.475,7069.475,0.0
pay_02769,4232.3925,4232.3925,0.0
pay_02770,-2.45,-2.45,0.0
pay_02775,-10.405,-10.405,0.0
pay_02787,-11.15,-11.15,0.0
pay_02788,2734.263,2734.263,0.0
pay_02794,1268.625,1268.625,0.0
pay_02801,1355.6025,1355.6025,0.0
pay_02804,-6.45,-6.45,0.0
pay_02805,-3.94,-7.88,3.94
pay_02817,878.7975,878.7975,0.0
pay_02820,-1.1775,-1.1775,0.0
pay_02822,6797.84,6797.84,0.0
pay_02823,2593.965,2593.965,0.0
pay_02827,-16.695,-16.695,0.0
pay_02828,1199.9925,1199.9925,0.0
pay_02834,2844.705,2844.705,0.0
pay_02844,3013.855,3013.855,0.0
pay_02845,-12.3175,-12.3175,0.0
pay_02851,3172.06,3172.06,0.0
pay_02855,-29.1025,-29.1025,0.0
pay_02857,3310.686,3310.686,0.0
pay_02858,-8.9,-8.9,0.0
pay_02860,1809.465,1809.465,0.0
pay_02866,-20.517500000000002,-20.517500000000002,0.0
pay_02871,-14.92,-14.92,0.0
pay_02878,-3.73,-3.73,0.0
pay_02884,-17.455000000000002,-17.455000000000002,0.0
pay_02892,-6.785,-6.785,0.0
pay_02913,7360.5525,7360.5525,0.0
pay_02920,-6.73,-6.73,0.0
pay_02934,4988.007,4988.007,0.0
pay_02942,3521.175,3521.175,0.0
pay_02946,1675.58,1675.58,0.0
pay_02948,8993.46,8993.46,0.0
pay_02953,-26.46,-26.46,0.0
pay_02955,-5.675,-5.675,0.0
pay_02957,5696.375,5696.375,0.0
pay_02964,-1.686,-1.686,0.0
pay_02968,-29.5825,-29.5825,0.0
pay_02971,894.505,894.505,0.0
pay_02973,1796.4975,1796.4975,0.0
pay_02982,8279.395,8279.395,0.0
pay_02988,-1.6360000000000001,-1.6360000000000001,0.0
pay_02992,-14.6425,-14.6425,0.0
pay_02993,3214.845,-32.31,3247.1549999999997
pay_02995,2137.6425,2137.6425,0.0
pay_03010,-2.539,-2.539,0.0
pay_03015,2301.435,2301.435,0.0
pay_03019,-29.565,-29.565,0.0
pay_03020,-8.2425,-8.2425,0.0
pay_03022,1986.02,1986.02,0.0
pay_03034,-235.79500000000002,-235.79500000000002,0.0
pay_03038,6546.105,-65.79,6611.8949999999995
pay_03043,2782.02,2782.02,0.0
pay_03046,2048.705,2048.705,0.0
pay_03047,4300.39,4300.39,0.0
pay_03050,-14.5825,-14.5825,0.0
pay_03054,2197.955,2197.955,0.0
pay_03055,-7.321,-7.321,0.0
pay_03063,3485.265,3485.265,0.0
pay_03068,-2.77,-2.77,0.0
pay_03069,-37.31,-37.31,0.0
pay_03070,-79.08,-79.08,0.0
pay_03075,2274.3,2274.3,0.0
pay_03077,-41.69,-10.4225,-31.2675
pay_03093,386.06,386.06,0.0
pay_03107,3128.28,3128.28,0.0
pay_03109,1966.0725,1966.0725,0.0
pay_03111,-6.931,-6.931,0.0
pay_03123,1583.0325,1583.0325,0.0
pay_03127,-2.8425000000000002,-2.8425000000000002,0.0
pay_03130,1397.975,1397.975,0.0
pay_03137,-0.913,-0.913,0.0
pay_03147,-4.022,-4.022,0.0
pay_03150,1314.705,1314.705,0.0
pay_03153,1972.09,1972.09,0.0
pay_03156,-7.21,-7.21,0.0
pay_03164,5030.72,5030.72,0.0
pay_03167,-3.16,-3.16,0.0
pay_03168,-3.443,-3.443,0.0
pay_03169,-69.85000000000001,-69.85000000000001,0.0
pay_03175,-13.465,-13.465,0.0
pay_03179,-13.695,-13.695,0.0
pay_03180,-30.11,-30.11,0.0
pay_03183,3252.8475,3252.8475,0.0
pay_03187,2029.8,2029.8,0.0
pay_03195,-11.3325,-11.3325,0.0
pay_03196,3623.79,3623.79,0.0
pay_03201,2631.775,-26.45,2658.225
pay_03221,6211.4325,-62.27,6273.7025
pay_03223,-10.328,-10.328,0.0
pay_03243,4600.47,4600.47,0.0
pay_03246,5021.973,5021.973,0.0
pay_03254,-18.22,-18.22,0.0
pay_03257,3525.471,3525.471,0.0
pay_03265,21310.59,21310.59,0.0
pay_03272,-16.165,-16.165,0.0
pay_03277,3369.555,3369.555,0.0
pay_03281,1042.956,1042.956,0.0
pay_03282,5338.62,5338.62,0.0
pay_03284,-10.77,-21.54,10.77
pay_03288,13170.815,13170.815,0.0
pay_03295,3657.62,3657.62,0.0
pay_03297,6112.68,6112.68,0.0
pay_03304,-6.188,-6.188,0.0
pay_03305,2532.275,2532.275,0.0
pay_03308,1853.685,1853.685,0.0
pay_03311,-4.124,-4.124,0.0
pay_03313,3200.9775,3200.9775,0.0
pay_03315,3419.815,3419.815,0.0
