payment_id,amount_inr,failure_reason,payment_method,successful_payments,failed_payments,previous_attempts,hours_since_failure,customer_tenure_days,prior_recovery_rate,customer_value_inr,failure_hour,action,recovered,total_payment_attempts,payment_success_rate,failure_rate,retry_exhaustion,transaction_to_customer_value,time_decay,customer_activity_score,predicted_probability,expected_net_recovery,allowed,guardrail_reason,guardrail_code,actual_recovered,actual_recovered_value,actual_action_cost,actual_net_recovery
pay_00061,5591,bank_timeout,upi,8,1,1,7.21,168,0.734,6498,6,retry,0,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.8604185903354878,0.12180267965895249,0.047337278106508875,0.6237731190999478,3459.5605088878083,True,Allowed.,NONE,1,5591,27.955000000000002,5563.045
pay_00063,1882,technical_error,upi,8,1,1,19.74,250,0.855,2090,4,retry,1,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.9004784688995215,0.048216007714561235,0.03187250996015936,0.5665830718861999,1056.8993412898283,True,Allowed.,NONE,1,1882,9.41,1872.59
pay_00067,26342,bank_timeout,upi,13,4,0,1.67,116,0.9,39762,17,retry,0,17,0.7647058823529411,0.23529411764705882,0.0,0.662491826366883,0.37453183520599254,0.1111111111111111,0.669141146276623,17494.806075218803,True,Allowed.,NONE,1,26342,131.71,26210.29
pay_00070,12131,bank_timeout,card,9,3,1,2.03,221,0.746,14999,9,retry,0,12,0.75,0.25,0.3333333333333333,0.8087872524834989,0.33003300330033003,0.04054054054054054,0.536449419939323,6447.012913283928,True,Allowed.,NONE,1,12131,60.655,12070.345
pay_00076,1184,insufficient_funds,card,6,2,2,5.61,158,0.57,897,4,payment_link,1,8,0.75,0.25,0.6666666666666666,1.3199554069119286,0.151285930408472,0.03773584905660377,0.37358584054131094,439.36563520091215,True,Allowed.,NONE,0,0,2.96,-2.96
pay_00080,4495,insufficient_funds,upi,9,0,0,20.09,330,0.934,3583,3,payment_link,1,9,1.0,0.0,0.0,1.254535305609824,0.0474158368895211,0.027190332326283987,0.7334351995875514,3285.5537221460436,True,Allowed.,NONE,0,0,11.2375,-11.2375
pay_00088,9951,checkout_abandoned,card,4,0,1,23.06,303,0.286,9657,2,reminder,0,4,1.0,0.0,0.3333333333333333,1.0304442373407892,0.04156275976724855,0.013157894736842105,0.4900760617217719,4866.7958901933525,True,Allowed.,NONE,0,0,9.951,-9.951
pay_00093,9782,technical_error,card,7,1,0,10.34,744,0.509,10938,21,retry,0,8,0.875,0.125,0.0,0.8943134028158712,0.08818342151675485,0.009395973154362415,0.5274871413761973,5110.969216941962,True,Allowed.,NONE,0,0,48.910000000000004,-48.910000000000004
pay_00096,842,technical_error,upi,8,3,0,16.55,183,0.737,1950,16,retry,0,11,0.7272727272727273,0.2727272727272727,0.0,0.4317948717948718,0.05698005698005698,0.043478260869565216,0.5096603872288891,424.92404604672464,True,Allowed.,NONE,1,842,4.21,837.79
pay_00102,5949,checkout_abandoned,wallet,11,1,1,12.6,511,0.75,8755,13,reminder,0,12,0.9166666666666666,0.08333333333333333,0.3333333333333333,0.6794974300399772,0.07352941176470588,0.021484375,0.6154861612968276,3655.5781735548276,True,Allowed.,NONE,1,5949,5.949,5943.051
pay_00109,3532,insufficient_funds,upi,12,0,0,8.82,179,0.98,3029,5,payment_link,1,12,1.0,0.0,0.0,1.166061406404754,0.10183299389002036,0.06666666666666667,0.7596551671897588,2674.272050514228,True,Allowed.,NONE,1,3532,8.83,3523.17
pay_00120,2338,bank_timeout,upi,9,5,0,33.92,131,0.603,1696,1,retry,0,14,0.6428571428571429,0.35714285714285715,0.0,1.3785377358490567,0.0286368843069874,0.06818181818181818,0.4884867220625051,1130.391956182137,True,Allowed.,NONE,1,2338,11.69,2326.31
pay_00124,33911,card_declined,upi,9,0,1,9.68,552,0.98,38931,12,payment_link,0,9,1.0,0.0,0.3333333333333333,0.8710539159024941,0.09363295880149813,0.0162748643761302,0.5814783360380502,19633.73435338632,True,Allowed.,NONE,1,33911,84.7775,33826.2225
pay_00134,3431,checkout_abandoned,card,14,5,0,6.4,102,0.598,3238,8,reminder,0,19,0.7368421052631579,0.2631578947368421,0.0,1.0596046942557134,0.13513513513513511,0.13592233009708737,0.47852556980797184,1638.3902300111513,True,Allowed.,NONE,0,0,3.431,-3.431
pay_00139,909,bank_timeout,upi,12,5,0,1.26,572,0.746,529,12,retry,0,17,0.7058823529411765,0.29411764705882354,0.0,1.718336483931947,0.4424778761061947,0.020942408376963352,0.5890362236589739,530.8889273060073,True,Allowed.,NONE,1,909,4.545,904.455
pay_00141,6055,bank_timeout,upi,11,1,0,7.6,678,0.98,6683,5,retry,0,12,0.9166666666666666,0.08333333333333333,0.0,0.9060302259464312,0.11627906976744186,0.016200294550810016,0.7381328492050707,4439.119401936704,True,Allowed.,NONE,1,6055,30.275000000000002,6024.725
pay_00144,3032,insufficient_funds,netbanking,8,1,1,14.12,211,0.907,2987,8,payment_link,0,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,1.0150652828925344,0.06613756613756615,0.03773584905660377,0.5904201979404987,1782.5740401555922,True,Allowed.,NONE,0,0,7.58,-7.58
pay_00149,5928,technical_error,netbanking,10,1,1,15.33,274,0.863,6776,17,retry,0,11,0.9090909090909091,0.09090909090909091,0.3333333333333333,0.8748524203069658,0.06123698714023271,0.03636363636363636,0.6173009408771054,3629.719977519481,True,Allowed.,NONE,0,0,29.64,-29.64
pay_00152,4592,technical_error,upi,4,0,0,32.94,271,0.635,2566,0,retry,0,4,1.0,0.0,0.0,1.7895557287607171,0.029463759575721865,0.014705882352941176,0.6120400494057013,2787.5279068709806,True,Allowed.,NONE,1,4592,22.96,4569.04
pay_00157,1453,card_declined,card,6,2,1,20.72,261,0.624,2619,8,payment_link,0,8,0.75,0.25,0.3333333333333333,0.5547919053073692,0.04604051565377532,0.022900763358778626,0.4669165841525583,674.7972967736672,True,Allowed.,NONE,1,1453,3.6325000000000003,1449.3675
pay_00166,13905,card_declined,card,7,1,0,9.69,452,0.909,14753,13,payment_link,1,8,0.875,0.125,0.0,0.9425201653900902,0.09354536950420955,0.01545253863134658,0.6614152803352648,9162.216973061855,True,Allowed.,NONE,1,13905,34.7625,13870.2375
pay_00170,2207,card_declined,upi,5,3,1,9.06,722,0.712,1204,10,payment_link,1,8,0.625,0.375,0.3333333333333333,1.8330564784053156,0.09940357852882703,0.006915629322268326,0.40710511914976083,892.9634979635221,True,Allowed.,NONE,0,0,5.5175,-5.5175
pay_00173,4329,bank_timeout,card,9,1,0,1.79,489,0.88,4327,6,retry,0,10,0.9,0.1,0.0,1.0004622140050843,0.35842293906810035,0.018367346938775512,0.7265963462305994,3123.790582832265,True,Allowed.,NONE,1,4329,21.645,4307.355
pay_00174,9352,card_declined,card,11,1,0,9.82,166,0.701,12432,3,payment_link,1,12,0.9166666666666666,0.08333333333333333,0.0,0.7522522522522522,0.09242144177449169,0.0658682634730539,0.6674235470698203,6218.3650121969595,True,Allowed.,NONE,1,9352,23.38,9328.62
pay_00175,11508,insufficient_funds,card,8,2,1,17.89,437,0.762,15469,17,payment_link,1,10,0.8,0.2,0.3333333333333333,0.7439394918869998,0.05293806246691371,0.0182648401826484,0.517237838109018,5923.603040958579,True,Allowed.,NONE,1,11508,28.77,11479.23
pay_00176,7437,bank_timeout,card,16,1,1,6.56,56,0.906,10906,22,retry,0,17,0.9411764705882353,0.058823529411764705,0.3333333333333333,0.6819182101595452,0.1322751322751323,0.2807017543859649,0.6653084072621116,4910.713624808323,True,Allowed.,NONE,1,7437,37.185,7399.815
pay_00177,6618,checkout_abandoned,card,10,3,0,7.34,569,0.747,8571,20,reminder,1,13,0.7692307692307693,0.23076923076923078,0.0,0.7721386069303465,0.11990407673860912,0.017543859649122806,0.6305532662372193,4166.383515957917,True,Allowed.,NONE,0,0,6.618,-6.618
pay_00178,16084,bank_timeout,upi,8,1,0,9.13,630,0.78,19223,10,retry,1,9,0.8888888888888888,0.1111111111111111,0.0,0.8367060292358113,0.09871668311944717,0.012678288431061807,0.6894053713180409,11007.97599227937,True,Allowed.,NONE,1,16084,80.42,16003.58
pay_00179,4751,insufficient_funds,netbanking,6,1,0,0.77,463,0.703,5196,3,payment_link,1,7,0.8571428571428571,0.14285714285714285,0.0,0.9143571978444958,0.5649717514124294,0.01293103448275862,0.659920060411738,3123.4027070161674,True,Allowed.,NONE,0,0,11.8775,-11.8775
pay_00183,2391,insufficient_funds,upi,3,0,0,8.13,202,0.98,3217,6,payment_link,0,3,1.0,0.0,0.0,0.7432390425862605,0.10952902519167579,0.014778325123152709,0.7501623465451371,1787.660670589423,True,Allowed.,NONE,0,0,5.9775,-5.9775
pay_00184,3208,checkout_abandoned,card,5,3,0,0.38,200,0.4,2799,17,reminder,0,8,0.625,0.375,0.0,1.1461236155769918,0.7246376811594204,0.024875621890547265,0.45832673886713005,1467.104178285753,True,Allowed.,NONE,0,0,3.208,-3.208
pay_00188,979,checkout_abandoned,upi,11,1,2,6.37,124,0.98,1884,10,reminder,0,12,0.9166666666666666,0.08333333333333333,0.6666666666666666,0.5196390658174098,0.13568521031207598,0.088,0.5857331655672111,572.4537690902996,True,Allowed.,NONE,1,979,0.979,978.021
pay_00192,5722,card_declined,upi,9,1,1,2.86,180,0.974,8121,23,reminder,0,10,0.9,0.1,0.3333333333333333,0.7045930304149736,0.2590673575129534,0.049723756906077346,0.6002925935656649,3429.1522203827344,True,Allowed.,NONE,0,0,5.722,-5.722
pay_00194,4103,bank_timeout,wallet,9,3,0,1.72,228,0.674,4762,23,retry,0,12,0.75,0.25,0.0,0.8616127677446451,0.36764705882352944,0.039301310043668124,0.6573178991222712,2676.460340098679,True,Allowed.,NONE,1,4103,20.515,4082.485
pay_00195,9145,insufficient_funds,card,9,3,2,6.41,391,0.609,11963,14,payment_link,0,12,0.75,0.25,0.6666666666666666,0.7644403577697901,0.1349527665317139,0.02295918367346939,0.437721400913075,3980.0997113500707,True,Allowed.,NONE,0,0,22.8625,-22.8625
pay_00196,5641,checkout_abandoned,card,6,2,1,12.21,221,0.814,6718,19,reminder,0,8,0.75,0.25,0.3333333333333333,0.8396844298898481,0.07570022710068129,0.02702702702702703,0.5395287205357768,3037.840512542317,True,Allowed.,NONE,0,0,5.641,-5.641
pay_00203,2998,insufficient_funds,upi,18,0,1,8.72,201,0.927,6412,10,reminder,0,18,1.0,0.0,0.3333333333333333,0.46756082345601996,0.10288065843621398,0.0891089108910891,0.6072287812165107,1817.4738860870991,True,Allowed.,NONE,0,0,2.998,-2.998
pay_00211,675,technical_error,netbanking,11,0,0,1.37,335,0.98,583,13,retry,1,11,1.0,0.0,0.0,1.1578044596912522,0.42194092827004215,0.03273809523809524,0.7185980234045023,481.67866579803905,True,Allowed.,NONE,1,675,3.375,671.625
pay_00214,1389,bank_timeout,card,4,2,0,29.19,200,0.66,2499,13,retry,0,6,0.6666666666666666,0.3333333333333333,0.0,0.5558223289315727,0.033123550844650546,0.01990049751243781,0.4514765481737078,620.1559254132801,True,Allowed.,NONE,1,1389,6.945,1382.055
pay_00217,4047,checkout_abandoned,netbanking,8,2,0,24.13,516,0.631,5041,16,reminder,1,10,0.8,0.2,0.0,0.8028169014084507,0.03979307600477517,0.015473887814313346,0.5327557598315964,2152.0155600384705,True,Allowed.,NONE,1,4047,4.047,4042.953
pay_00218,5878,insufficient_funds,netbanking,14,2,0,1.34,287,0.893,9506,5,payment_link,1,16,0.875,0.125,0.0,0.618346307595203,0.4273504273504274,0.04861111111111111,0.7073983409560972,4143.39244813994,True,Allowed.,NONE,0,0,14.695,-14.695
pay_00229,651,technical_error,upi,10,3,1,13.45,269,0.767,1961,14,retry,0,13,0.7692307692307693,0.23076923076923078,0.3333333333333333,0.33197348291687917,0.06920415224913495,0.037037037037037035,0.5118171666768119,329.9379755066045,True,Allowed.,NONE,0,0,3.255,-3.255
pay_00238,5934,bank_timeout,upi,5,3,0,18.44,482,0.481,4454,21,retry,1,8,0.625,0.375,0.0,1.3322855859901213,0.05144032921810699,0.010351966873706004,0.5015865131755871,2946.744369183934,True,Allowed.,NONE,0,0,29.67,-29.67
pay_00239,20083,insufficient_funds,card,11,1,1,3.07,563,0.832,27775,5,payment_link,0,12,0.9166666666666666,0.08333333333333333,0.3333333333333333,0.723060306030603,0.24570024570024568,0.01950354609929078,0.600746696176223,12014.588399307086,True,Allowed.,NONE,0,0,50.2075,-50.2075
pay_00240,15390,technical_error,netbanking,6,3,1,0.29,241,0.8,16334,19,retry,0,9,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9422064405534468,0.7751937984496123,0.024793388429752067,0.45265741602322446,6889.447632597425,True,Allowed.,NONE,1,15390,76.95,15313.05
pay_00246,1320,insufficient_funds,card,8,5,0,1.62,128,0.527,1570,2,payment_link,0,13,0.6153846153846154,0.38461538461538464,0.0,0.8407643312101911,0.38167938931297707,0.06201550387596899,0.46163721107448763,606.0611186183237,True,Allowed.,NONE,0,0,3.3000000000000003,-3.3000000000000003
pay_00247,1322,card_declined,card,15,0,0,13.7,440,0.98,2053,7,payment_link,0,15,1.0,0.0,0.0,0.6439357038480272,0.06802721088435375,0.034013605442176874,0.7141357425963718,940.7824517124036,True,Allowed.,NONE,0,0,3.305,-3.305
pay_00251,8792,card_declined,card,17,0,3,22.86,361,0.98,16204,10,payment_link,1,17,1.0,0.0,1.0,0.542582078499136,0.041911148365465216,0.04696132596685083,0.4429346871466881,3872.3017693936818,True,Allowed.,NONE,0,0,21.98,-21.98
pay_00254,4325,bank_timeout,netbanking,5,4,0,3.1,314,0.453,5047,6,retry,0,9,0.5555555555555556,0.4444444444444444,0.0,0.856944719635427,0.24390243902439027,0.015873015873015872,0.4513625853426754,1930.5181816070713,True,Allowed.,NONE,1,4325,21.625,4303.375
pay_00256,6636,insufficient_funds,upi,11,2,0,14.95,464,0.943,8414,1,payment_link,0,13,0.8461538461538461,0.15384615384615385,0.0,0.7886855241264559,0.06269592476489029,0.023655913978494623,0.6533520817991214,4319.054414818969,True,Allowed.,NONE,0,0,16.59,-16.59
pay_00257,3516,insufficient_funds,upi,5,2,1,7.77,636,0.915,2270,15,payment_link,0,7,0.7142857142857143,0.2857142857142857,0.3333333333333333,1.548898678414097,0.11402508551881414,0.007849293563579277,0.49590053163408926,1734.7962692254578,True,Allowed.,NONE,0,0,8.790000000000001,-8.790000000000001
pay_00258,12392,insufficient_funds,upi,2,2,1,0.3,408,0.39,9932,20,payment_link,0,4,0.5,0.5,0.3333333333333333,1.247684252919855,0.7692307692307692,0.004889975550122249,0.33697800451900334,4144.85143199949,True,Allowed.,NONE,0,0,30.98,-30.98
pay_00263,15295,insufficient_funds,upi,5,0,1,4.03,189,0.725,13837,12,payment_link,0,5,1.0,0.0,0.3333333333333333,1.1053696610536967,0.19880715705765406,0.02631578947368421,0.624543112953175,9514.149412618812,True,Allowed.,NONE,0,0,38.237500000000004,-38.237500000000004
pay_00266,20352,insufficient_funds,netbanking,14,1,0,0.91,198,0.893,33127,19,payment_link,0,15,0.9333333333333333,0.06666666666666667,0.0,0.6143629063905576,0.5235602094240838,0.07035175879396985,0.7017671907835646,14231.485866827108,True,Allowed.,NONE,1,20352,50.88,20301.12
pay_00270,6087,technical_error,wallet,8,2,1,9.59,277,0.785,5868,9,retry,0,10,0.8,0.2,0.3333333333333333,1.037321063394683,0.09442870632672333,0.02877697841726619,0.5210209487511709,3141.0195150483773,True,Allowed.,NONE,0,0,30.435000000000002,-30.435000000000002
pay_00274,4181,checkout_abandoned,card,17,1,0,2.56,582,0.875,7323,8,reminder,1,18,0.9444444444444444,0.05555555555555555,0.0,0.5709408712276389,0.2808988764044944,0.029159519725557463,0.7478808453142575,3122.7088142589105,True,Allowed.,NONE,1,4181,4.181,4176.819
pay_00278,7134,card_declined,netbanking,9,2,0,7.52,409,0.882,9122,7,payment_link,0,11,0.8181818181818182,0.18181818181818182,0.0,0.7820653365490025,0.11737089201877934,0.02195121951219512,0.6152300765672202,4371.216366230548,True,Allowed.,NONE,1,7134,17.835,7116.165
pay_00279,3174,card_declined,wallet,10,1,0,9.69,244,0.98,3249,13,payment_link,1,11,0.9090909090909091,0.09090909090909091,0.0,0.976915974145891,0.09354536950420955,0.04081632653061224,0.7123572950689274,2253.0870545487755,True,Allowed.,NONE,0,0,7.9350000000000005,-7.9350000000000005
pay_00283,6085,insufficient_funds,upi,9,3,2,9.54,266,0.656,7722,21,payment_link,0,12,0.75,0.25,0.6666666666666666,0.788008288008288,0.09487666034155598,0.033707865168539325,0.40311772942939245,2437.758883577853,True,Allowed.,NONE,0,0,15.2125,-15.2125
pay_00288,10449,insufficient_funds,upi,12,0,0,0.26,335,0.98,15977,15,payment_link,0,12,1.0,0.0,0.0,0.6540026287788696,0.7936507936507936,0.03571428571428571,0.7537187145787819,7849.484348633692,True,Allowed.,NONE,1,10449,26.122500000000002,10422.8775
pay_00289,2940,technical_error,upi,10,1,3,5.48,195,0.763,3738,16,reminder,0,11,0.9090909090909091,0.09090909090909091,1.0,0.7865168539325843,0.15432098765432098,0.05102040816326531,0.4002038182316578,1173.6592256010738,True,Allowed.,NONE,0,0,2.94,-2.94
pay_00291,3847,insufficient_funds,upi,9,3,0,16.1,702,0.686,4563,17,payment_link,0,12,0.75,0.25,0.0,0.8430856892395354,0.05847953216374269,0.012802275960170697,0.5703298212681436,2184.4413224185487,True,Allowed.,NONE,1,3847,9.6175,3837.3825
pay_00295,2125,insufficient_funds,upi,13,3,2,7.06,208,0.907,3671,2,payment_link,0,16,0.8125,0.1875,0.6666666666666666,0.5788613456823754,0.1240694789081886,0.06220095693779904,0.4715610281241213,996.7546847637578,True,Allowed.,NONE,0,0,5.3125,-5.3125
pay_00296,3458,insufficient_funds,card,5,0,0,12.66,481,0.716,5203,15,payment_link,0,5,1.0,0.0,0.0,0.6646165673649818,0.07320644216691069,0.01037344398340249,0.707545045772933,2438.0457682828023,True,Allowed.,NONE,0,0,8.645,-8.645
pay_00298,4630,checkout_abandoned,upi,13,1,3,16.55,417,0.74,8165,6,reminder,0,14,0.9285714285714286,0.07142857142857142,1.0,0.5670545009185548,0.05698005698005698,0.03110047846889952,0.4368081086271936,2017.7915429439063,True,Allowed.,NONE,1,4630,4.63,4625.37
pay_00299,3309,bank_timeout,card,9,2,0,22.63,627,0.752,3997,6,retry,1,11,0.8181818181818182,0.18181818181818182,0.0,0.827870903177383,0.04231908590774439,0.014331210191082803,0.6356737884015835,2086.8995658208396,True,Allowed.,NONE,1,3309,16.545,3292.455
pay_00309,5805,bank_timeout,upi,12,2,0,20.84,94,0.795,9217,22,retry,0,14,0.8571428571428571,0.14285714285714285,0.0,0.6298144732559401,0.045787545787545784,0.12631578947368421,0.6751400658360442,3890.163082178237,True,Allowed.,NONE,1,5805,29.025000000000002,5775.975
pay_00314,4771,technical_error,upi,5,1,1,3.92,720,0.752,3499,12,retry,0,6,0.8333333333333334,0.16666666666666666,0.3333333333333333,1.3635324378393827,0.2032520325203252,0.006934812760055479,0.5368308617709382,2537.365041509146,True,Allowed.,NONE,1,4771,23.855,4747.145
pay_00315,1391,technical_error,upi,12,2,0,0.74,418,0.961,5973,8,retry,1,14,0.8571428571428571,0.14285714285714285,0.0,0.23288129917964173,0.5747126436781609,0.028639618138424822,0.6620359513229946,913.9370082902855,True,Allowed.,NONE,1,1391,6.955,1384.045
pay_00321,3740,checkout_abandoned,upi,8,2,1,8.24,651,0.72,4071,14,reminder,0,10,0.8,0.2,0.3333333333333333,0.9186931957749939,0.10822510822510822,0.012269938650306749,0.5425290623319561,2025.3186931215157,True,Allowed.,NONE,0,0,3.74,-3.74
pay_00322,5699,technical_error,card,11,1,1,2.11,263,0.885,8310,13,retry,0,12,0.9166666666666666,0.08333333333333333,0.3333333333333333,0.6858002406738869,0.3215434083601286,0.041666666666666664,0.6255813229726231,3536.6929596209793,True,Allowed.,NONE,1,5699,28.495,5670.505
pay_00324,2274,card_declined,wallet,10,4,1,1.05,190,0.612,5125,19,payment_link,1,14,0.7142857142857143,0.2857142857142857,0.3333333333333333,0.44370731707317074,0.48780487804878053,0.05235602094240838,0.47616660903016983,1077.1178689346063,True,Allowed.,NONE,1,2274,5.6850000000000005,2268.315
pay_00325,3225,insufficient_funds,wallet,15,1,2,4.96,338,0.915,6033,2,payment_link,0,16,0.9375,0.0625,0.6666666666666666,0.5345599204375933,0.16778523489932887,0.04424778761061947,0.5475515644259707,1757.7912952737556,True,Allowed.,NONE,0,0,8.0625,-8.0625
pay_00331,2463,card_declined,upi,5,2,1,6.18,312,0.513,1928,11,retry,0,7,0.7142857142857143,0.2857142857142857,0.3333333333333333,1.2774896265560165,0.1392757660167131,0.01597444089456869,0.41416333240323683,1007.7692877091722,True,Allowed.,NONE,0,0,12.315,-12.315
pay_00332,647,checkout_abandoned,card,10,2,1,0.2,219,0.98,2030,17,reminder,0,12,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.3187192118226601,0.8333333333333334,0.045454545454545456,0.5634477642583713,363.90370347516625,True,Allowed.,NONE,0,0,0.647,-0.647
pay_00343,4715,bank_timeout,card,7,4,1,12.39,849,0.694,6788,23,retry,1,11,0.6363636363636364,0.36363636363636365,0.3333333333333333,0.6946081319976429,0.07468259895444361,0.00823529411764706,0.4151713263616968,1933.9578037954004,True,Allowed.,NONE,0,0,23.575,-23.575
pay_00346,12132,bank_timeout,upi,5,2,0,7.31,426,0.687,10774,6,retry,0,7,0.7142857142857143,0.2857142857142857,0.0,1.126044180434379,0.1203369434416366,0.0117096018735363,0.6234924138323131,7503.549964613623,True,Allowed.,NONE,1,12132,60.660000000000004,12071.34
pay_00354,1869,bank_timeout,upi,8,3,1,4.14,240,0.886,2576,5,retry,1,11,0.7272727272727273,0.2727272727272727,0.3333333333333333,0.7255434782608695,0.19455252918287938,0.03319502074688797,0.571020854106381,1057.8929763248261,True,Allowed.,NONE,0,0,9.345,-9.345
pay_00358,1642,card_declined,card,10,4,0,12.0,236,0.633,3226,6,payment_link,0,14,0.7142857142857143,0.2857142857142857,0.0,0.5089894606323621,0.07692307692307693,0.04219409282700422,0.49979449166641693,816.5575553162565,True,Allowed.,NONE,1,1642,4.105,1637.895
pay_00368,10130,checkout_abandoned,upi,6,2,0,7.26,194,0.848,9091,8,reminder,1,8,0.75,0.25,0.0,1.1142888571114289,0.12106537530266344,0.03076923076923077,0.6113672732316421,6183.020477836534,True,Allowed.,NONE,1,10130,10.13,10119.87
pay_00370,3469,card_declined,wallet,6,1,1,1.48,339,0.759,3099,0,payment_link,1,7,0.8571428571428571,0.14285714285714285,0.3333333333333333,1.1193933526944175,0.40322580645161293,0.01764705882352941,0.587115626648242,2028.0316088427517,True,Allowed.,NONE,0,0,8.6725,-8.6725
pay_00371,2279,technical_error,upi,6,1,1,8.45,192,0.857,1646,19,retry,0,7,0.8571428571428571,0.14285714285714285,0.3333333333333333,1.3845686512758202,0.10582010582010583,0.031088082901554404,0.5584680775358478,1261.3537487041972,True,Allowed.,NONE,0,0,11.395,-11.395
pay_00387,19007,card_declined,netbanking,11,1,2,5.01,444,0.784,24320,11,payment_link,0,12,0.9166666666666666,0.08333333333333333,0.6666666666666666,0.7815378289473685,0.1663893510815308,0.024719101123595506,0.5093968187411453,9634.587833812948,True,Allowed.,NONE,0,0,47.5175,-47.5175
